P0	P10	P20	P30	P40	P60	P90	P120	fit.cluster
YGL138C	0	0	0	0	0	0	0	0	5
YGL139W	0	0	0	0	0	31	0	0	5
YGL140C	0	0	0	0	0	0	0	0	5
YGL141W	0	0	0	0	0	0	0	0	5
YGL142C	0	0	0	0	0	0	0	0	5
YGL143C	0	0	0	23	0	0	0	0	5
YGL144C	0	0	0	0	0	0	0	0	5
YGL145W	0	0	0	0	0	0	0	0	5
YGL146C	0	0	0	0	0	0	0	0	5
YGL147C	11645	9711	9726	9960	12498	6386	10333	6132	1
YGL149W	0	0	0	0	0	0	0	0	5
YGL150C	0	0	0	49	0	0	0	0	5
YGL151W	0	0	0	0	13	0	0	0	5
YGL152C	0	0	0	0	0	0	0	0	5
YGL153W	0	0	0	0	0	0	0	0	5
YGL154C	0	0	0	0	0	0	0	0	5
YGL155W	0	0	0	0	0	0	0	0	5
YGL160W	0	0	147	0	0	113	136	0	5
YGL161C	0	0	0	0	0	0	0	0	5
YGL162W	0	0	0	0	0	0	0	0	5
YGL165C	0	0	0	0	0	0	0	0	5
YGL167C	0	0	0	0	0	0	0	0	5
YGL168W	0	0	0	0	0	0	0	0	5
YGL169W	0	0	0	0	0	0	0	0	5
YGL170C	0	0	84	0	0	0	0	0	5
YGL171W	0	0	0	0	0	0	0	0	5
YGL172W	0	0	0	0	0	0	0	0	5
YGL174W	0	0	0	0	0	0	0	0	5
YGL175C	0	0	0	0	0	0	0	0	5
YGL176C	0	0	0	0	0	0	0	0	5
YGL177W	0	0	0	0	0	0	0	0	5
YGL178W	0	0	0	0	0	0	0	0	5
YGL179C	0	0	0	0	0	0	0	0	5
YGL180W	0	0	0	0	0	0	0	0	5
YGL181W	0	0	0	0	0	0	0	0	5
YGL182C	0	0	0	0	0	0	0	0	5
YGL183C	0	0	0	0	0	0	0	0	5
YGL184C	0	0	0	0	0	0	0	0	5
YGL185C	0	0	0	0	0	0	0	0	5
YGL186C	0	0	0	0	0	0	0	0	5
YGL188C	0	0	0	0	0	0	0	0	5
YGL189C	0	0	0	0	0	0	0	0	5
YGL190C	0	0	0	0	0	0	0	0	5
YGL191W	0	0	0	0	0	0	0	0	5
YGL192W	0	0	0	0	0	0	0	0	5
YGL193C	0	0	0	0	0	0	0	0	5
YGL194C	0	0	0	0	0	0	0	0	5
YGL194C-A	94	0	0	0	0	0	0	0	5
YGL196W	0	0	0	0	0	0	0	0	5
YGL197W	0	0	0	0	0	32	0	0	5
YGL198W	0	0	0	0	0	0	0	0	5
YGL199C	0	0	0	48	0	0	0	0	5
YGL200C	0	0	0	75	0	0	0	0	5
YGL203C	0	0	0	0	0	0	0	16	5
YGL204C	0	0	0	0	0	0	0	0	5
YGL205W	0	0	0	0	0	0	0	0	5
YGL207W	0	0	0	0	0	0	0	11	5
YGL208W	0	0	0	0	0	0	0	0	5
YGL209W	0	0	0	0	0	0	0	0	5
YGL210W	0	0	0	0	0	0	0	0	5
YGL211W	0	0	0	0	0	0	0	0	5
YGL212W	0	0	0	0	0	0	0	0	5
YGL213C	0	20	0	0	0	0	0	0	5
YGL214W	0	0	0	0	0	0	0	0	5
YGL215W	0	0	0	31	0	0	0	0	5
YGL216W	0	0	0	0	0	0	0	0	5
YGL217C	0	0	0	0	0	0	0	0	5
YGL218W	0	0	0	0	0	0	0	0	5
YGL219C	0	0	0	0	0	0	0	0	5
YGL220W	0	0	0	0	0	0	0	0	5
YGL222C	0	0	0	0	0	0	0	0	5
YGL223C	0	0	0	0	0	0	0	0	5
YGL224C	0	0	0	0	0	0	0	0	5
YGL225W	0	0	0	0	0	0	0	0	5
YGL226C-A	0	0	0	0	0	0	0	0	5
YGL226W	0	0	0	0	0	0	0	0	5
YGL227W	0	0	0	0	0	0	0	0	5
YGL228W	0	0	0	0	0	0	0	0	5
YGL230C	0	0	0	0	0	0	0	0	5
YGL231C	0	0	0	0	0	0	0	0	5
YGL233W	0	0	0	0	0	0	0	0	5
YGL235W	0	0	0	0	0	0	0	0	5
YGL236C	0	0	0	0	0	0	0	0	5
YGL237C	0	0	0	0	0	0	0	0	5
YGL238W	0	0	0	0	0	0	0	0	5
YGL239C	0	0	0	0	0	0	0	0	5
YGL240W	0	0	0	0	0	0	0	0	5
YGL241W	0	17	0	0	0	0	0	0	5
YGL243W	0	0	0	0	0	0	0	0	5
YGL244W	0	0	0	0	0	0	0	0	5
YGL247W	0	0	0	0	377	0	0	0	5
YGL248W	0	0	0	0	0	0	0	0	5
YGL249W	0	0	0	0	0	0	0	0	5
YGL250W	0	0	0	0	0	479	0	0	5
YGL251C	0	0	0	0	0	0	0	0	5
YGL254W	0	0	0	0	0	0	0	0	5
YGL255W	0	0	0	0	0	0	0	0	5
YGL256W	0	0	0	0	0	0	0	13	5
YGL257C	0	0	0	0	0	0	0	0	5
YGL258W	0	0	0	0	0	0	0	0	5
YGL259W	0	0	0	0	0	0	0	0	5
YGL260W	0	157	0	396	0	0	0	0	5
YGL261C	0	0	0	0	0	0	0	0	5
YGL262W	0	0	0	0	0	0	0	0	5
YGL263W	0	0	0	0	0	0	0	0	5
YGR001C	0	0	0	0	0	0	0	0	5
YGR002C	28	0	0	0	0	0	0	0	5
YGR003W	0	0	0	0	0	0	0	0	5
YGR004W	0	0	0	0	0	0	0	0	5
YGR005C	0	0	0	0	0	0	0	0	5
YGR006W	0	0	0	0	0	0	0	0	5
YGR007W	0	0	0	0	0	21	0	0	5
YGR009C	0	0	0	0	23	0	0	0	5
YGR010W	0	0	0	0	0	0	0	0	5
YGR011W	0	0	0	0	0	0	0	0	5
YGR012W	0	0	0	0	0	0	0	0	5
YGR013W	0	0	0	0	0	0	0	0	5
YGR014W	0	0	0	0	0	0	0	0	5
YGR015C	0	0	0	0	0	0	0	0	5
YGR016W	0	0	0	0	0	0	0	0	5
YGR017W	0	0	0	0	0	0	0	0	5
YGR018C	0	0	0	0	0	0	0	0	5
YGR020C	0	0	0	0	0	0	0	0	5
YGR021W	0	0	0	0	0	0	0	0	5
YGR022C	0	0	0	0	0	0	0	0	5
YGR023W	0	0	0	0	0	0	0	0	5
YGR024C	0	0	0	0	0	0	0	0	5
YGR025W	0	0	0	0	0	0	0	0	5
YGR026W	0	0	0	0	0	0	0	0	5
YGR028W	0	0	0	0	0	0	0	0	5
YGR029W	0	0	0	0	0	0	0	0	5
YGR030C	0	0	0	0	0	0	0	0	5
YGR031W	0	0	0	0	0	0	0	0	5
YGR033C	0	0	0	0	0	0	0	0	5
YGR035C	0	0	0	0	0	0	0	0	5
YGR036C	0	0	0	0	0	0	0	0	5
YGR038W	0	0	0	0	0	0	0	0	5
YGR039W	0	0	0	0	0	0	0	0	5
YGR040W	0	0	0	0	0	0	0	0	5
YGR042W	0	0	0	0	0	0	0	0	5
YGR043C	0	0	0	0	0	0	0	0	5
YGR044C	0	0	0	0	91	0	0	0	5
YGR045C	0	0	0	0	0	0	0	0	5
YGR046W	0	0	0	0	0	0	0	0	5
YGR047C	0	0	0	0	0	0	0	0	5
YGR048W	0	0	0	0	0	0	0	0	5
YGR049W	0	0	0	0	0	0	0	0	5
YGR050C	0	0	0	0	0	0	0	0	5
YGR051C	0	0	0	0	0	0	0	0	5
YGR052W	0	0	0	0	0	0	0	0	5
YGR053C	0	0	0	0	0	0	0	0	5
YGR055W	0	0	0	0	0	0	0	0	5
YGR056W	35	0	0	0	0	0	0	0	5
YGR057C	0	0	0	0	0	0	0	0	5
YGR058W	0	0	0	0	0	0	0	0	5
YGR059W	0	0	0	0	0	0	0	0	5
YGR060W	0	0	0	0	0	0	0	0	5
YGR062C	0	0	0	0	0	0	0	0	5
YGR064W	0	0	0	0	0	0	0	0	5
YGR065C	0	0	0	0	0	0	0	0	5
YGR066C	0	0	0	0	0	0	0	0	5
YGR067C	0	0	0	0	0	0	17	0	5
YGR068C	0	0	0	0	0	0	0	0	5
YGR069W	0	0	0	0	0	0	0	0	5
YGR071C	0	0	0	0	53	0	0	0	5
YGR072W	0	0	0	0	0	0	0	0	5
YGR073C	0	0	0	0	0	0	0	0	5
YGR074W	0	0	0	0	0	0	0	0	5
YGR075C	0	0	0	0	0	0	0	0	5
YGR076C	0	0	0	0	0	0	0	0	5
YGR077C	0	0	0	0	0	0	0	0	5
YGR078C	0	0	0	0	0	0	0	0	5
YGR079W	0	0	0	0	0	0	0	0	5
YGR080W	0	0	0	0	0	0	0	0	5
YGR082W	0	0	0	0	0	0	0	0	5
YGR083C	0	0	0	0	0	0	0	0	5
YGR084C	0	0	0	0	11	0	0	0	5
YGR087C	0	0	0	0	0	0	0	0	5
YGR089W	0	0	0	0	0	0	0	0	5
YGR090W	0	0	0	0	0	0	0	0	5
YGR091W	0	0	0	0	0	0	0	0	5
YGR092W	0	0	0	0	0	0	0	0	5
YGR093W	0	0	0	0	0	0	0	0	5
YGR095C	0	73	0	0	0	0	0	0	5
YGR096W	0	0	0	0	0	0	0	0	5
YGR098C	0	0	0	0	0	0	0	0	5
YGR100W	0	0	0	47	0	0	0	0	5
YGR101W	0	0	0	0	0	0	0	0	5
YGR102C	0	0	0	0	0	0	0	0	5
YGR103W	0	0	0	0	0	0	0	0	5
YGR104C	0	0	0	0	0	0	0	0	5
YGR105W	0	0	0	0	0	0	0	0	5
YGR106C	0	0	0	0	0	0	0	0	5
YGR107W	0	0	0	0	0	0	0	0	5
YGR108W	0	0	0	53	0	0	0	0	5
YGR109C	0	0	0	0	0	0	0	0	5
YGR109W-B	0	18	0	0	0	10	0	0	5
YGR110W	0	0	0	0	0	0	0	37	5
YGR111W	0	1007	0	0	0	0	0	0	5
YGR112W	0	0	0	0	0	0	0	0	5
YGR113W	0	0	0	0	0	0	0	0	5
YGR115C	0	0	0	0	0	0	0	0	5
YGR116W	0	0	0	0	0	0	0	0	5
YGR117C	0	0	0	0	0	0	0	0	5
YGR119C	0	0	0	0	0	0	0	0	5
YGR120C	0	0	0	0	0	0	0	0	5
YGR121C	0	0	0	0	0	0	0	0	5
YGR122W	0	0	0	0	0	0	0	0	5
YGR123C	0	0	0	0	0	0	0	0	5
YGR125W	0	0	0	0	0	0	0	0	5
YGR126W	0	0	0	0	0	0	0	0	5
YGR127W	0	0	0	0	0	0	0	0	5
YGR128C	0	0	0	0	0	0	0	0	5
YGR129W	0	0	0	0	0	0	0	0	5
YGR131W	0	0	0	0	0	0	0	0	5
YGR132C	13	0	0	0	0	0	0	0	5
YGR133W	0	0	0	0	0	0	0	0	5
YGR134W	0	0	0	0	0	0	0	0	5
YGR137W	0	0	0	0	0	0	0	0	5
YGR138C	0	0	0	0	17	0	0	0	5
YGR139W	0	0	0	0	0	0	0	0	5
YGR141W	0	0	0	0	0	0	0	0	5
YGR142W	0	0	0	0	0	0	0	0	5
YGR143W	0	0	0	0	12	0	0	0	5
YGR144W	0	0	0	0	0	0	0	0	5
YGR145W	0	0	0	0	0	0	0	0	5
YGR146C	0	0	0	0	0	0	0	0	5
YGR147C	0	0	0	0	0	0	0	0	5
YGR149W	0	0	0	0	0	0	0	0	5
YGR150C	0	0	0	0	0	0	0	0	5
YGR151C	0	0	0	0	0	0	0	0	5
YGR152C	0	0	0	0	0	0	0	0	5
YGR153W	0	0	0	0	0	0	0	0	5
YGR154C	0	0	0	0	0	0	0	0	5
YGR156W	0	0	0	0	0	0	0	0	5
YGR157W	0	0	0	0	0	0	0	0	5
YGR158C	0	0	0	0	0	0	0	0	5
YGR160W	0	0	0	0	0	0	0	0	5
YGR161C	0	0	0	0	0	0	0	0	5
YGR162W	0	0	0	0	0	0	0	0	5
YGR164W	0	0	0	0	0	0	0	0	5
YGR165W	0	0	0	0	0	0	0	0	5
YGR166W	0	0	0	0	0	0	0	34	5
YGR168C	0	0	0	0	0	0	0	0	5
YGR169C	0	0	0	0	0	0	0	0	5
YGR172C	0	0	0	0	0	0	0	0	5
YGR173W	0	0	0	0	0	0	0	0	5
YGR174C	0	0	0	0	0	0	0	0	5
YGR175C	0	0	0	0	0	0	0	0	5
YGR176W	0	281	0	0	0	0	0	0	5
YGR177C	0	0	0	0	0	0	0	0	5
YGR178C	0	0	0	0	0	0	0	0	5
YGR179C	0	0	0	0	0	0	0	0	5
YGR182C	0	0	0	0	0	0	0	0	5
YGR183C	0	0	0	0	0	0	0	0	5
YGR186W	0	0	0	0	0	0	0	34	5
YGR188C	0	0	18	0	36	0	0	0	5
YGR189C	0	0	0	0	0	0	0	0	5
YGR190C	0	0	0	0	0	0	0	0	5
YGR191W	0	0	0	0	0	0	0	0	5
YGR192C	135467	108562	99722	112543	137057	111629	105510	110358	6
YGR194C	0	0	0	0	0	0	0	0	5
YGR195W	0	0	0	0	0	0	0	0	5
YGR196C	0	0	0	0	0	0	0	68	5
YGR197C	0	0	0	0	0	0	0	0	5
YGR198W	0	0	0	0	0	0	0	16	5
YGR200C	0	0	0	0	0	0	0	0	5
YGR201C	0	0	0	0	0	0	0	0	5
YGR202C	0	0	0	0	0	0	0	0	5
YGR203W	0	0	0	0	0	0	0	0	5
YGR205W	0	0	0	0	0	0	0	0	5
YGR206W	0	0	0	0	0	0	0	0	5
YGR207C	0	0	0	0	0	0	0	92	5
YGR208W	0	0	0	0	0	0	0	0	5
YGR210C	0	0	0	0	0	0	0	0	5
YGR211W	0	0	34	0	0	0	0	0	5
YGR212W	0	0	0	0	0	0	0	0	5
YGR213C	0	0	0	0	0	0	0	0	5
YGR215W	0	0	0	0	0	0	0	0	5
YGR216C	0	0	0	0	0	0	0	0	5
YGR217W	0	0	0	0	0	0	0	0	5
YGR218W	0	0	0	0	0	0	17	0	5
YGR219W	0	0	0	0	0	0	0	0	5
YGR220C	0	0	0	0	0	0	0	0	5
YGR221C	0	0	0	0	0	0	0	0	5
YGR222W	0	0	0	0	0	0	0	0	5
YGR223C	0	0	0	0	0	0	0	0	5
YGR224W	0	0	0	0	0	0	0	0	5
YGR225W	0	0	0	0	0	0	0	0	5
YGR226C	0	0	0	0	0	0	0	0	5
YGR227W	0	0	0	0	0	0	0	0	5
YGR228W	0	0	0	0	0	0	0	0	5
YGR229C	0	0	0	0	0	0	0	0	5
YGR230W	0	0	0	0	0	0	0	0	5
YGR231C	0	0	0	0	0	0	0	0	5
YGR233C	0	0	0	0	0	0	0	0	5
YGR235C	0	0	0	0	0	0	0	0	5
YGR236C	0	0	0	0	0	0	0	0	5
YGR237C	0	0	5	0	0	0	0	0	5
YGR238C	0	0	0	0	0	0	0	0	5
YGR239C	0	0	0	0	0	0	0	0	5
YGR241C	0	0	0	0	0	0	0	0	5
YGR242W	0	0	0	0	0	0	0	0	5
YGR243W	0	0	0	0	0	0	0	0	5
YGR245C	44	0	117	139	0	36	0	13	5
YGR247W	0	0	0	0	0	0	0	0	5
YGR248W	0	0	0	0	0	0	0	0	5
YGR249W	0	0	0	0	0	0	0	0	5
YGR251W	0	0	0	0	0	0	0	0	5
YGR252W	0	0	0	0	0	0	0	0	5
YGR255C	0	0	0	0	0	0	0	0	5
YGR256W	0	0	0	0	0	0	0	0	5
YGR258C	0	0	0	0	0	0	0	5	5
YGR259C	0	0	0	0	0	0	0	0	5
YGR260W	33	0	0	0	0	0	0	0	5
YGR261C	0	0	0	0	0	0	0	0	5
YGR262C	0	0	0	0	0	0	0	0	5
YGR263C	0	0	0	0	0	0	0	0	5
YGR265W	0	0	0	0	0	0	0	0	5
YGR266W	0	0	0	0	0	0	0	17	5
YGR268C	0	0	0	0	0	0	0	0	5
YGR269W	0	0	0	0	0	0	0	0	5
YGR270W	0	12	0	0	0	0	0	0	5
YGR273C	0	0	0	0	0	0	0	0	5
YGR274C	0	0	0	0	0	6	0	0	5
YGR275W	0	0	0	0	0	0	0	0	5
YGR277C	0	0	0	0	41	0	0	0	5
YGR278W	0	18	0	0	0	0	0	0	5
YGR280C	0	0	0	0	0	0	0	0	5
YGR281W	0	0	0	0	0	0	0	0	5
YGR283C	0	0	0	0	0	0	0	0	5
YGR284C	0	0	0	0	0	0	0	0	5
YGR286C	0	0	0	0	0	0	0	0	5
YGR287C	0	0	0	0	0	0	0	0	5
YGR288W	0	0	0	0	0	0	0	0	5
YGR289C	0	0	0	0	0	0	0	0	5
YGR290W	0	0	0	0	0	0	0	0	5
YGR291C	0	0	0	0	0	0	0	0	5
YGR292W	0	0	0	0	0	0	0	0	5
YGR293C	0	0	0	0	0	0	0	0	5
YGR294W	0	0	0	0	0	0	0	0	5
YGR295C	0	0	0	0	0	0	0	0	5
YGR296W	0	0	0	0	0	0	0	0	5
YHL002W	0	0	0	0	0	0	0	0	5
YHL003C	0	0	0	0	0	0	0	0	5
YHL005C	0	0	0	0	0	0	0	0	5
YHL006C	0	0	0	0	0	0	0	0	5
YHL007C	0	0	0	58	0	0	0	0	5
YHL009C	0	0	0	0	0	0	0	0	5
YHL009W-B	0	0	18	80	0	0	0	0	5
YHL010C	0	0	0	0	0	0	0	0	5
YHL011C	0	0	0	0	0	0	0	0	5
YHL012W	0	0	0	0	0	0	0	0	5
YHL013C	0	0	0	0	0	0	0	0	5
YHL014C	0	0	0	0	0	0	0	0	5
YHL016C	0	0	0	0	0	0	0	0	5
YHL017W	0	33	0	0	0	0	0	0	5
YHL018W	0	0	0	0	0	0	0	0	5
YHL019C	0	0	0	0	0	0	0	0	5
YHL020C	0	0	0	0	0	0	0	0	5
YHL022C	0	0	0	0	0	0	0	0	5
YHL023C	0	0	0	0	0	0	0	0	5
YHL024W	0	0	0	0	0	0	0	0	5
YHL025W	0	0	0	0	0	0	0	0	5
YHL026C	0	0	0	0	0	0	0	0	5
YHL027W	0	0	0	0	0	0	0	0	5
YHL028W	0	0	0	0	0	0	0	0	5
YHL029C	0	0	0	0	0	0	0	0	5
YHL031C	0	0	0	0	0	0	0	0	5
YHL032C	0	0	0	0	0	0	0	0	5
YHL035C	0	0	0	0	0	0	24	0	5
YHL036W	0	0	0	0	0	0	0	0	5
YHL037C	0	0	0	0	0	0	0	0	5
YHL038C	0	0	0	0	0	0	0	0	5
YHL039W	0	0	0	0	0	0	0	0	5
YHL040C	0	0	0	0	0	0	0	0	5
YHL041W	0	0	0	0	0	0	0	0	5
YHL042W	0	0	0	0	0	0	0	0	5
YHL043W	0	0	0	0	0	0	0	0	5
YHL044W	0	0	0	0	0	0	0	0	5
YHL045W	0	0	0	0	0	0	0	0	5
YHL046C	0	0	0	0	0	0	0	0	5
YHL047C	0	0	0	0	0	0	0	0	5
YHL048W	0	0	0	0	0	0	0	0	5
YHL049C	0	0	0	0	0	0	0	0	5
YHL050C	0	0	0	0	0	0	0	0	5
YHR001W	0	0	0	0	0	0	0	0	5
YHR001W-A	0	0	0	0	0	0	0	0	5
YHR002W	0	0	0	0	0	0	0	0	5
YHR003C	0	0	0	0	0	0	0	0	5
YHR004C	0	0	0	0	0	0	0	0	5
YHR005C	0	0	0	0	0	0	0	0	5
YHR006W	0	0	0	0	0	0	0	0	5
YHR007C	0	0	0	0	0	0	0	0	5
YHR011W	0	0	0	0	0	0	0	0	5
YHR012W	0	0	0	0	0	0	0	0	5
YHR014W	0	0	0	0	0	0	0	0	5
YHR015W	0	0	0	0	0	0	0	0	5
YHR016C	0	0	0	0	0	0	0	0	5
YHR017W	0	0	0	94	0	0	0	0	5
YHR021W-A	0	0	0	0	0	0	0	0	5
YHR022C	0	0	0	0	0	0	0	0	5
YHR024C	0	0	0	0	0	0	0	0	5
YHR026W	0	0	0	0	0	0	0	0	5
YHR027C	0	5	0	0	0	0	0	0	5
YHR030C	0	0	0	0	0	0	0	0	5
YHR031C	0	0	0	0	26	0	0	0	5
YHR032W	0	0	0	0	0	0	0	0	5
YHR033W	0	0	0	0	0	0	0	0	5
YHR035W	0	0	0	0	0	0	0	0	5
YHR036W	0	0	0	0	0	0	0	0	5
YHR038W	0	0	0	0	0	0	0	0	5
YHR039C	0	0	0	0	0	0	0	0	5
YHR039C-A	2778	3656	5810	5339	7575	5864	6416	11540	1
YHR040W	0	0	0	0	0	0	0	0	5
YHR041C	0	0	0	0	0	0	0	0	5
YHR044C	0	0	0	0	0	0	0	0	5
YHR045W	0	0	0	8	0	0	0	0	5
YHR046C	0	0	0	0	0	0	0	0	5
YHR048W	0	0	0	0	0	0	0	0	5
YHR049C-A	0	0	0	0	0	0	0	0	5
YHR050W	0	0	0	0	0	0	0	0	5
YHR052W	15	0	0	0	0	0	0	0	5
YHR053C	0	0	0	0	0	0	0	0	5
YHR054C	0	0	0	0	0	0	0	0	5
YHR055C	0	0	0	0	0	0	0	0	5
YHR056C	0	0	0	0	0	0	0	0	5
YHR057C	0	0	0	0	0	0	0	0	5
YHR058C	0	0	0	0	0	0	0	0	5
YHR059W	0	0	0	0	0	0	0	0	5
YHR060W	0	0	0	0	0	0	0	0	5
YHR061C	0	0	0	0	0	0	0	0	5
YHR062C	0	0	0	0	0	0	0	0	5
YHR065C	0	0	0	0	0	0	0	0	5
YHR067W	0	0	0	0	0	0	0	0	5
YHR071W	0	0	0	0	0	0	0	0	5
YHR072W	0	0	0	0	0	0	0	0	5
YHR073W	0	0	0	0	0	0	0	0	5
YHR075C	0	0	0	0	0	0	0	0	5
YHR076W	0	0	0	0	0	0	0	0	5
YHR077C	0	0	0	0	0	0	0	0	5
YHR078W	0	0	0	0	0	0	0	0	5
YHR079C	0	0	0	0	42	53	51	30	5
YHR080C	0	0	19	0	0	0	0	0	5
YHR081W	0	0	0	0	0	0	0	0	5
YHR082C	0	0	0	0	37	0	0	0	5
YHR083W	0	0	0	0	0	0	0	0	5
YHR084W	0	0	0	0	0	0	0	0	5
YHR085W	0	0	0	0	0	0	0	0	5
YHR086W	0	0	0	0	0	0	0	0	5
YHR087W	0	0	0	0	0	0	0	0	5
YHR088W	0	0	0	0	29	0	0	0	5
YHR089C	0	0	0	0	0	0	0	0	5
YHR090C	0	0	0	0	0	0	0	0	5
YHR091C	0	0	0	0	0	0	0	0	5
YHR092C	0	0	0	0	0	0	0	0	5
YHR093W	0	0	0	0	0	0	0	0	5
YHR094C	0	0	0	0	0	0	0	0	5
YHR095W	0	0	0	0	0	0	0	0	5
YHR096C	0	0	0	0	0	0	0	0	5
YHR097C	0	0	0	0	0	0	0	17	5
YHR098C	0	0	0	0	0	0	0	0	5
YHR100C	0	0	0	0	0	0	0	0	5
YHR101C	0	0	0	0	0	0	0	0	5
YHR102W	0	0	0	0	162	106	0	0	5
YHR103W	0	0	0	0	0	0	23	0	5
YHR105W	0	0	0	0	0	0	0	0	5
YHR107C	0	0	0	0	0	0	0	0	5
YHR109W	0	0	0	0	0	0	18	0	5
YHR110W	0	0	0	0	0	0	0	0	5
YHR111W	0	0	0	0	0	0	0	0	5
YHR112C	0	0	0	0	0	0	301	0	5
YHR114W	0	0	0	0	0	0	0	0	5
YHR115C	0	0	0	0	0	0	0	0	5
YHR116W	0	0	0	0	0	0	0	73	5
YHR117W	0	0	0	0	0	0	0	0	5
YHR118C	0	0	0	0	0	0	0	0	5
YHR120W	0	0	0	0	19	0	0	0	5
YHR121W	0	0	0	0	0	0	0	0	5
YHR122W	0	0	0	0	0	0	0	0	5
YHR123W	0	0	0	0	0	0	0	0	5
YHR124W	0	0	0	0	0	37	0	0	5
YHR125W	0	0	0	0	0	0	0	0	5
YHR126C	0	0	0	0	0	0	0	0	5
YHR127W	0	0	0	0	0	0	0	0	5
YHR129C	0	0	0	0	0	0	0	0	5
YHR130C	0	0	0	0	0	0	0	0	5
YHR131C	0	0	0	0	0	0	0	0	5
YHR133C	0	0	0	0	0	0	0	0	5
YHR134W	0	0	0	0	0	0	0	20	5
YHR135C	0	0	0	0	0	0	0	0	5
YHR136C	0	0	0	0	0	0	0	0	5
YHR138C	0	0	0	0	0	0	0	0	5
YHR139C	0	0	0	0	74	0	0	0	5
YHR139C-A	0	0	0	0	0	0	0	0	5
YHR140W	0	0	0	0	146	0	0	0	5
YHR141C	0	0	0	0	0	0	0	0	5
YHR142W	0	0	0	0	0	0	0	0	5
YHR143W	0	0	0	0	0	0	0	0	5
YHR143W-A	802	582	0	343	1105	1004	1549	1536	5
YHR145C	0	0	0	0	0	0	0	0	5
YHR146W	0	0	0	0	0	0	0	0	5
YHR147C	0	0	0	0	0	0	0	0	5
YHR148W	0	0	0	0	0	0	0	0	5
YHR150W	0	0	0	0	0	0	0	0	5
YHR151C	0	0	0	0	0	0	0	0	5
YHR152W	0	0	0	0	0	0	0	0	5
YHR153C	0	0	0	0	0	0	0	0	5
YHR154W	0	0	0	0	0	0	0	0	5
YHR155W	0	0	0	0	0	0	0	0	5
YHR156C	0	0	0	0	0	0	0	0	5
YHR157W	0	0	0	0	0	0	0	0	5
YHR159W	0	162	0	0	0	0	0	0	5
YHR160C	0	0	0	50	0	0	0	0	5
YHR161C	0	0	0	0	0	0	0	0	5
YHR162W	0	0	0	0	0	0	0	0	5
YHR165W-A	0	0	0	73	0	0	0	0	5
YHR166C	0	0	0	0	0	0	0	0	5
YHR167W	0	0	0	0	0	0	0	0	5
YHR168W	0	0	0	0	0	0	0	0	5
YHR169W	0	0	0	0	0	0	0	0	5
YHR171W	0	0	0	0	0	0	0	0	5
YHR172W	0	0	0	0	0	0	0	0	5
YHR173C	0	0	0	0	0	0	0	0	5
YHR175W	0	0	0	0	0	0	0	0	5
YHR176W	0	0	0	0	0	0	0	0	5
YHR177W	0	0	0	0	0	0	0	0	5
YHR178W	0	0	0	0	0	0	0	0	5
YHR180W	0	0	0	0	0	0	0	0	5
YHR181W	0	0	0	0	0	0	0	0	5
YHR182W	0	0	0	0	0	0	0	0	5
YHR184W	0	0	0	0	0	0	0	0	5
YHR185C	0	0	0	0	0	0	0	0	5
YHR187W	0	0	0	0	0	0	0	0	5
YHR188C	0	0	0	0	0	0	0	0	5
YHR189W	0	0	0	0	0	0	0	0	5
YHR190W	0	0	0	0	0	0	0	0	5
YHR191C	0	0	0	0	0	0	0	0	5
YHR192W	0	0	0	0	0	0	0	0	5
YHR194W	0	0	0	0	0	0	0	0	5
YHR195W	0	0	0	0	0	0	0	0	5
YHR196W	0	0	0	0	0	0	0	90	5
YHR197W	5	0	0	0	0	0	0	0	5
YHR198C	13	0	0	0	0	0	0	0	5
YHR199C	0	0	0	0	0	0	0	0	5
YHR200W	0	0	0	0	0	0	0	0	5
YHR201C	0	0	0	0	61	0	0	0	5
YHR202W	0	0	0	0	0	0	0	0	5
YHR205W	0	0	0	0	0	0	0	0	5
YHR206W	0	0	0	0	0	0	0	0	5
YHR207C	0	44	0	0	0	0	0	0	5
YHR209W	0	0	0	0	0	0	0	0	5
YHR210C	0	0	0	0	0	0	0	0	5
YHR211W	0	0	0	0	0	0	0	0	5
YHR212C	0	0	0	0	0	0	0	0	5
YHR213W	0	0	0	0	0	0	0	0	5
YHR214C-B	0	0	0	0	0	0	0	0	5
YHR214W	0	0	0	0	0	0	0	0	5
YHR214W-A	0	0	0	0	0	0	0	0	5
YHR215W	0	0	0	0	0	0	0	0	5
YHR217C	0	0	0	0	0	0	0	0	5
YHR218W	0	0	0	0	0	0	0	0	5
YHR219W	0	0	0	0	0	0	0	0	5
YIL001W	0	0	0	0	0	0	0	0	5
YIL003W	0	0	0	0	0	0	0	0	5
YIL004C	0	0	0	0	0	0	0	0	5
YIL005W	78	0	0	0	0	0	0	0	5
YIL006W	0	0	0	0	0	0	0	0	5
YIL007C	0	0	0	0	0	0	0	0	5
YIL008W	0	0	0	0	0	0	0	0	5
YIL009C-A	0	0	0	0	0	0	0	0	5
YIL009W	0	0	0	0	0	0	0	0	5
YIL010W	0	0	0	0	0	0	0	0	5
YIL011W	0	0	0	0	0	0	0	0	5
YIL012W	0	0	0	0	0	0	0	0	5
YIL013C	0	0	0	0	0	0	0	0	5
YIL014W	0	0	0	0	0	0	0	0	5
YIL015C-A	0	0	0	0	0	0	0	0	5
YIL016W	0	0	0	0	0	0	0	0	5
